disease_class,year,first_abs_all,first_per100k_all,total_abs_all,total_per100k_all,total_abs_1y,total_per100k_1y,total_abs_child,total_per100k_child,total_abs_teen,total_per100k_teen,disability_cases,disability_days,class_name,class_name_short
14,2000,5469.5,3784.6,11484.6,7946.7,38.9,35.4,539.1,2062.4,284.7,3806.0,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2001,5626.9,3882.1,11905.7,8214.0,40.4,35.3,532.6,2133.2,295.1,3924.7,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2002,5880.0,4077.2,12397.7,8596.5,46.3,38.9,586.4,2467.0,326.5,4329.5,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2003,6034.9,4206.9,12778.6,8907.9,51.8,40.6,583.9,2569.8,348.1,4635.8,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2004,6523.1,4571.5,13690.4,9594.5,57.8,43.6,617.2,2821.0,372.6,5062.2,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2005,6560.2,4621.1,14028.5,9881.9,59.3,43.6,627.7,2927.0,375.9,5420.1,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2006,6966.5,4889.2,14909.7,10463.8,61.6,45.3,647.4,3073.5,364.9,5688.3,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2007,6939.6,4883.1,15258.0,10736.4,68.4,44.6,652.4,3128.7,337.4,5757.9,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2008,6915.8,4871.8,15479.6,10904.4,78.4,47.5,655.8,3129.0,312.3,5922.3,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2009,6835.4,4816.8,15597.9,10991.5,83.2,,660.1,,287.3,,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2010,6841.9,4786.6,15775.9,11036.8,84.3,49.8,674.8,3113.0,284.0,6152.8,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2011,7050.2,4931.5,16337.7,11428.1,85.1,51.5,700.9,3187.5,281.5,6404.0,,,Diseases of the genitourinary system,Genitourinary Diseases
14,2012,7101.0,4958.8,16550.4,11557.4,85.4,51.5,711.7,3161.4,271.4,6456.5,1069578.0,12241110.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2013,7147.1,4980.3,16821.3,11721.6,88.3,51.1,719.0,3112.6,267.5,6615.2,1028786.0,11602371.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2014,7164.1,4903.9,17047.4,11669.1,87.7,50.4,743.0,3087.7,260.2,6494.3,1012786.0,11316510.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2015,6792.9,4639.8,17050.2,11645.8,89.4,46.4,698.5,2821.5,236.1,5786.9,979013.0,10742485.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2016,6689.0,4560.4,17019.9,11603.9,100.3,57.5,689.8,2730.1,227.3,5643.5,945923.0,10467934.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2017,6582.8,4482.9,17025.4,11594.3,92.7,54.3,673.7,2603.2,221.4,5407.6,952226.0,10322800.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2018,6581.7,4482.5,17309.6,11788.8,88.0,56.5,667.4,2578.6,229.2,5433.3,948907.0,10176341.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2019,6527.7,4447.7,17453.7,11892.3,70.4,45.9,661.7,2550.7,240.6,5405.9,924949.0,9983308.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2020,5268.2,3566.6,15088.0,10214.8,60.7,42.0,555.6,2144.3,204.0,4510.1,724569.0,8122032.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2021,5383.2,3656.6,15481.0,10515.7,60.8,43.3,587.7,2274.0,229.0,5070.1,769455.0,8508894.0,Diseases of the genitourinary system,Genitourinary Diseases
14,2022,5529.2,3768.7,15624.7,10649.8,55.0,40.9,595.4,2318.6,230.8,5057.5,868763.0,9520075.0,Diseases of the genitourinary system,Genitourinary Diseases
14.1,1990,182.5,123.4,1038.5,702.1,,,,,,,,,Kidney infections,Kidney Infections
14.1,1995,285.5,193.2,1499.9,1015.0,,,,,,,,,Kidney infections,Kidney Infections
14.1,1996,294.0,200.6,1567.5,1069.9,,,,,,,,,Kidney infections,Kidney Infections
14.1,1997,296.5,202.9,1622.3,1110.1,,,,,,,,,Kidney infections,Kidney Infections
14.1,1998,309.4,212.3,1706.8,1171.1,,,,,,,,,Kidney infections,Kidney Infections
15,1990,1314.7,3653.4,1538.5,4275.4,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,1995,1443.9,3792.0,1691.2,4441.4,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,1996,1541.0,4028.9,1810.7,4733.8,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,1997,1573.4,4089.9,1827.4,4750.3,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,1998,1669.5,4339.7,1937.1,5035.3,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,1999,2104.5,5420.8,2447.4,6304.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2000,2085.1,5364.5,2495.0,6419.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2001,2180.7,5510.6,2651.5,6700.4,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2002,2385.8,6015.0,2841.6,7164.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2003,2512.1,6331.7,3064.6,7724.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2004,2467.9,6241.4,3047.9,7708.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2005,2470.7,6289.2,3075.5,7828.6,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2006,2519.0,6411.0,3187.9,8113.4,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2007,2650.7,6816.7,3393.4,8726.7,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2008,2735.8,7126.7,3555.3,9261.6,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2009,2881.3,7615.0,3723.1,9839.7,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2010,2888.8,7634.6,3758.8,9934.0,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2011,2815.7,7642.2,3688.1,10010.1,,,,,,,,,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2012,2832.1,7801.0,3741.3,10305.3,,,,,,,1126145.0,16902572.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2013,2777.8,7755.2,3723.9,10396.5,,,,,,,1120610.0,16503521.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2014,2801.3,7797.8,3721.6,10359.6,,,,,,,1116856.0,17233496.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2015,2618.1,7361.0,3628.7,10202.2,,,,,,,1090115.0,15651355.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2016,2450.1,6948.2,3578.6,10148.3,,,,,,,1012423.0,14114471.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2017,2352.4,6718.5,3442.0,9830.6,,,,,,,945850.0,12659382.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2018,2203.7,6334.0,3249.6,9340.2,,,,,,,891312.0,12043110.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2019,2126.4,6146.9,3123.2,9028.4,,,,,,,818132.0,11246609.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2020,1973.9,5649.3,2992.6,8564.8,,,,,,,670181.0,10163400.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2021,1959.7,5643.7,2886.2,8311.8,,,,,,,634066.0,9110272.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
15,2022,1824.9,5288.5,2659.6,7707.4,,,,,,,640191.0,8549435.0,"Pregnancy, childbirth, and the puerperium",Pregnancy & Childbirth
17,1990,104.9,70.9,424.2,286.8,,,91.7,270.0,,,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,1995,156.3,105.8,571.5,386.7,47.9,39.1,130.5,416.0,9.0,137.2,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,1996,169.6,115.7,621.2,424.0,52.4,45.4,140.0,463.1,11.3,172.3,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,1997,178.6,122.2,659.2,451.1,54.5,46.6,147.1,504.3,12.6,188.3,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,1998,193.2,132.6,700.1,480.4,60.1,53.0,159.5,566.0,13.8,199.4,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,1999,210.6,145.1,738.4,508.6,59.0,52.3,171.5,635.8,16.2,226.8,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2000,213.7,147.9,758.1,524.6,59.6,54.2,172.4,659.5,17.9,239.3,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2001,210.8,145.4,776.0,535.4,61.4,53.6,168.0,672.8,18.8,250.7,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2002,241.0,167.1,842.3,584.0,68.3,57.4,191.5,805.7,25.0,332.0,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2003,235.7,164.3,852.0,593.9,76.2,59.8,187.2,824.1,23.4,311.5,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2004,236.2,165.5,857.0,600.6,81.1,61.1,190.7,871.8,22.0,299.2,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2005,242.8,171.0,875.8,616.9,84.7,62.3,199.0,927.7,21.6,312.0,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2006,257.1,180.5,913.0,640.8,90.0,66.2,211.9,1005.9,22.0,342.7,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2007,273.3,192.3,936.2,658.7,102.6,66.9,230.3,1104.5,19.6,335.1,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2008,294.9,207.8,976.1,687.6,120.7,73.1,253.8,1211.2,18.7,355.0,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2009,296.0,208.6,994.5,700.8,123.1,,255.7,,18.3,,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2010,294.8,206.2,991.3,693.5,125.3,74.0,255.5,1178.6,16.8,364.1,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2011,302.5,211.6,1012.8,708.4,124.5,75.4,264.4,1202.4,16.1,367.0,,,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2012,298.8,208.6,1019.5,712.0,127.3,76.8,266.2,1182.7,15.1,359.9,10231.0,190637.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2013,298.3,207.9,1031.1,718.5,124.7,72.2,267.4,1157.7,14.1,349.6,8887.0,177675.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2014,307.1,210.2,1069.1,731.8,130.0,74.6,277.9,1154.8,13.7,341.8,9755.0,178087.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2015,296.8,202.7,1096.7,749.1,130.5,67.7,270.6,1093.0,13.0,317.6,8795.0,163245.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2016,301.9,205.8,1151.3,784.9,150.5,86.3,274.8,1087.7,14.6,361.6,7334.0,148006.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2017,289.8,197.4,1159.9,789.9,139.7,81.9,268.2,1036.5,12.4,303.7,7177.0,144368.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2018,290.0,197.5,1171.0,797.5,141.4,90.9,269.3,1040.7,12.5,297.3,7073.0,139678.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2019,291.9,198.9,1187.5,809.1,132.5,86.5,271.8,1047.7,12.0,268.8,7127.0,142273.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2020,242.9,164.4,1108.9,750.7,121.1,83.7,227.6,878.6,8.9,195.8,7176.0,146778.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2021,252.6,171.6,1153.7,783.7,127.4,90.8,235.0,909.1,10.5,233.0,8440.0,143680.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
17,2022,252.2,171.9,1173.5,799.9,127.4,94.8,234.5,913.2,10.8,237.0,11216.0,193015.0,"Congenital malformations, deformations, and chromosomal abnormalities",Congenital Disorders
19,1990,12609.4,8524.9,12821.7,8668.4,,,2389.0,7034.3,,,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,1995,13008.2,8802.8,13191.7,8927.0,21.2,17.3,2312.7,7374.2,588.7,8984.0,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,1996,12520.5,8545.8,12699.1,8667.7,18.9,16.4,2332.3,7712.6,594.1,9034.4,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,1997,12294.0,8412.6,12479.5,8539.6,18.5,15.8,2337.9,7982.6,622.2,9297.4,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,1998,12355.5,8477.4,12538.9,8603.2,18.2,16.1,2385.1,8463.7,662.5,9587.1,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,1999,12261.4,8446.3,12441.8,8570.5,17.4,15.5,2395.9,8880.5,696.7,9752.7,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2000,12543.6,8679.5,12736.1,8812.7,16.6,15.1,2390.9,9146.6,727.5,9725.7,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2001,12716.2,8773.2,12885.6,8890.1,17.0,14.8,2321.7,9298.6,765.2,10178.2,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2002,12866.2,8921.3,13036.3,9039.3,18.8,15.8,2306.7,9703.8,791.9,10502.0,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2003,12903.3,8994.8,13096.4,9129.4,20.1,15.8,2215.4,9750.4,818.2,10897.7,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2004,12845.7,9002.6,13061.7,9153.9,22.2,16.8,2192.4,10020.8,836.5,11366.8,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2005,12807.7,8949.3,13023.2,9099.9,21.9,16.1,2220.1,10352.4,840.5,12118.0,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2006,12078.6,8477.0,12502.7,8774.6,22.9,16.9,2156.6,10239.1,817.8,12749.4,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2007,13072.1,9198.3,13313.9,9368.4,23.6,15.4,2231.5,10701.1,808.2,13795.0,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2008,13021.0,9172.5,13291.4,9363.0,26.4,16.0,2233.4,10656.5,770.3,14606.6,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2009,12854.5,9058.3,13038.3,9187.8,26.3,,2251.8,,718.2,,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2010,13096.3,9162.2,13293.1,9299.9,27.2,16.1,2294.9,10586.4,716.3,15518.5,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2011,13261.4,9276.2,13350.5,9338.5,27.2,16.5,2364.6,10753.8,719.0,16353.6,,,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2012,13425.5,9375.2,13437.2,9383.4,26.2,15.8,2451.6,10889.9,697.5,16592.4,2381655.0,53368490.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2013,13285.3,9257.6,13331.6,9289.8,25.6,14.8,2443.2,10576.6,686.0,16963.0,2236333.0,51275283.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2014,13182.8,9023.7,13243.5,9065.3,25.4,14.6,2504.2,10406.3,699.1,17448.2,2138786.0,49511977.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2015,13234.9,9039.9,13299.7,9084.1,25.1,13.0,2574.6,10399.2,692.6,16977.6,1992607.0,46988247.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2016,13063.0,8906.1,13087.0,8922.5,46.0,26.4,2628.6,10403.5,703.8,17473.7,1928814.0,45301194.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2017,12946.4,8816.6,12949.8,8818.8,41.8,24.5,2653.2,10251.7,712.1,17393.3,1882051.0,44764636.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2018,13072.2,8902.9,13074.8,8904.7,41.6,26.7,2748.0,10618.3,735.6,17438.6,1897376.0,44948616.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2019,13270.2,9041.8,13275.3,9045.3,35.8,23.3,2798.4,10786.2,764.3,17175.2,1803057.0,42363077.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2020,11908.2,8062.0,11911.1,8064.0,32.9,22.8,2418.9,9336.0,622.3,13762.0,1614016.0,39691331.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2021,12192.0,8281.6,12194.1,8283.0,31.9,22.7,2556.9,9893.3,661.4,14643.8,1778295.0,42631665.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
19,2022,12553.4,8556.4,12555.8,8558.0,31.1,23.1,2683.8,10450.2,690.8,15134.0,1906251.0,46585412.0,"Injuries, poisoning, and certain other consequences of external causes",Injuries / Poisoning
2,1990,820.4,554.7,3246.0,2194.5,,,35.4,104.4,,,,,Neoplasms,Cancers
2,1995,974.0,659.1,3735.1,2527.9,,,51.1,162.9,8.5,130.0,,,Neoplasms,Cancers
2,1996,1029.0,702.4,3921.4,2676.6,,,53.0,175.4,9.7,148.0,,,Neoplasms,Cancers
2,1997,1019.7,697.8,3863.1,2643.5,,,54.7,186.8,11.2,167.4,,,Neoplasms,Cancers
2,1998,1116.4,766.0,4078.6,2798.4,,,59.4,210.8,13.1,189.2,,,Neoplasms,Cancers
2,1999,1184.7,816.1,4284.4,2951.3,,,59.5,220.5,15.5,216.8,,,Neoplasms,Cancers
2,2000,1226.5,848.7,4455.6,3083.0,,,59.7,228.4,16.9,225.9,,,Neoplasms,Cancers
2,2001,1239.2,855.0,4548.0,3137.7,,,59.5,238.5,17.6,233.6,,,Neoplasms,Cancers
2,2002,1294.8,897.8,4691.4,3253.0,,,64.1,269.7,17.4,230.3,,,Neoplasms,Cancers
2,2003,1287.0,897.1,4758.7,3317.3,,,65.8,289.4,18.7,249.3,,,Neoplasms,Cancers
2,2004,1374.8,963.5,4961.1,3476.8,,,72.6,332.1,21.7,295.2,,,Neoplasms,Cancers
2,2005,1356.9,955.8,5037.9,3548.8,,,73.1,340.7,21.7,312.9,,,Neoplasms,Cancers
2,2006,1417.7,994.9,5121.3,3594.2,,,75.2,356.8,20.3,315.9,,,Neoplasms,Cancers
2,2007,1436.8,1011.0,5252.7,3696.1,,,80.2,384.5,20.1,342.7,,,Neoplasms,Cancers
2,2008,1436.9,1012.2,5467.2,3851.3,,,86.6,413.3,17.9,338.8,,,Neoplasms,Cancers
2,2009,1524.8,1074.5,5724.8,4034.1,,,92.1,,17.6,,,,Neoplasms,Cancers
2,2010,1540.0,1077.4,5847.0,4090.6,,,96.2,443.9,17.8,385.8,,,Neoplasms,Cancers
2,2011,1586.1,1109.4,5968.9,4175.2,,,101.2,460.2,17.7,403.6,,,Neoplasms,Cancers
2,2012,1656.0,1156.4,6147.5,4292.9,,,107.9,479.3,18.1,431.6,530213.0,13723390.0,Neoplasms,Cancers
2,2013,1628.9,1135.0,6236.9,4346.0,,,110.3,477.4,18.2,450.2,528744.0,13974743.0,Neoplasms,Cancers
2,2014,1693.1,1158.9,6472.5,4430.5,,,115.4,479.4,19.0,474.6,536773.0,14445998.0,Neoplasms,Cancers
2,2015,1671.6,1141.8,6616.4,4519.2,,,118.0,476.5,20.0,491.1,534945.0,14104051.0,Neoplasms,Cancers
2,2016,1668.1,1137.3,6927.6,4723.1,,,118.8,470.2,18.9,469.5,535433.0,14261303.0,Neoplasms,Cancers
2,2017,1674.1,1140.1,7189.3,4895.9,,,121.7,470.1,19.9,486.3,534660.0,14034115.0,Neoplasms,Cancers
2,2018,1704.6,1160.9,7355.1,5009.2,,,121.2,468.5,22.2,526.4,540853.0,14152074.0,Neoplasms,Cancers
2,2019,1744.0,1188.3,7528.9,5129.9,,,128.0,493.2,23.8,535.7,542841.0,14299533.0,Neoplasms,Cancers
2,2020,1440.1,975.0,7132.3,4828.7,,,105.7,408.1,20.7,458.2,446891.0,12454710.0,Neoplasms,Cancers
2,2021,1484.1,1008.1,7295.9,4955.9,,,118.4,458.1,23.2,514.2,493938.0,13269116.0,Neoplasms,Cancers
2,2022,1593.8,1086.4,7616.5,5191.4,,,120.1,467.8,24.4,534.1,592096.0,15511207.0,Neoplasms,Cancers
22,2020,4966.6,3362.5,4966.6,3362.5,12.4,8.6,313.4,1209.7,98.3,2172.7,,,COVID-19,COVID-19
22,2021,11819.0,8028.2,11819.0,8028.2,51.6,36.8,979.5,3789.8,251.2,5563.1,,,COVID-19,COVID-19
22,2022,12549.1,8553.5,12549.1,8553.5,97.4,72.5,1603.0,6241.9,403.9,8848.4,4238073.0,50971200.0,COVID-19,COVID-19
3,1990,195.0,131.8,469.2,317.2,,,139.6,411.1,,,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,1995,401.6,271.3,872.3,590.3,113.8,92.9,243.0,774.9,18.6,284.3,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,1996,420.2,286.8,933.1,636.9,124.6,107.9,251.3,830.9,20.5,311.3,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,1997,440.6,301.5,992.3,679.0,126.3,108.1,256.9,877.2,24.8,370.6,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,1998,462.1,317.1,1060.4,727.6,135.4,119.5,269.8,957.4,27.9,404.3,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,1999,506.9,349.2,1180.8,813.4,145.7,129.4,293.0,1085.9,30.7,429.6,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2000,553.8,383.2,1278.5,884.6,153.7,139.9,316.4,1210.4,36.2,483.9,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2001,563.2,388.6,1343.2,926.7,155.3,135.6,322.5,1291.7,37.4,497.7,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2002,730.6,506.6,1568.3,1087.4,170.6,143.4,466.2,1961.2,47.9,635.2,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2003,625.8,436.3,1514.3,1055.6,167.0,131.0,370.9,1632.2,44.5,593.1,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2004,647.6,453.9,1541.2,1080.1,166.8,125.8,385.3,1732.2,45.4,616.8,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2005,647.2,455.9,1558.3,1097.7,164.9,121.3,382.1,1781.6,46.7,673.0,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2006,764.7,536.7,1761.4,1236.2,168.3,123.7,417.7,1983.3,49.1,765.8,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2007,775.7,545.8,1808.8,1272.8,172.8,112.7,424.5,2035.5,47.7,814.6,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2008,758.4,534.2,1793.9,1263.7,184.3,111.7,416.1,1985.1,44.3,839.8,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2009,724.1,510.3,1791.2,1262.2,181.9,,393.8,,42.1,,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2010,705.3,493.4,1741.5,1218.3,181.4,107.1,389.9,1798.8,38.5,833.3,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2011,676.3,473.1,1726.4,1207.6,173.5,105.1,365.3,1661.6,37.4,851.2,,,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2012,674.7,471.2,1731.9,1209.4,167.8,101.2,365.6,1624.1,36.8,876.1,53318.0,1021824.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2013,668.2,465.6,1715.5,1195.4,167.0,96.7,350.9,1519.0,39.7,981.3,49528.0,976570.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2014,688.2,471.1,1827.2,1250.7,167.0,95.8,359.6,1494.3,38.7,965.0,48351.0,926295.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2015,691.6,472.4,1825.5,1246.8,164.8,85.5,345.3,1394.7,36.3,889.3,49438.0,970200.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2016,688.1,469.1,1975.5,1346.9,154.5,88.5,344.7,1364.1,37.4,929.0,48904.0,930126.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2017,659.2,448.9,1858.4,1265.6,148.0,86.7,316.1,1221.3,35.9,877.0,49618.0,925068.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2018,627.7,427.5,1837.2,1251.3,137.0,88.1,306.1,1183.0,36.6,867.4,49998.0,943158.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2019,613.0,417.7,1849.0,1259.8,99.5,64.9,286.5,1104.1,35.9,806.0,48065.0,894677.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2020,480.1,325.1,1615.2,1093.5,84.8,58.6,232.4,897.1,30.5,674.5,41461.0,801113.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
3,2021,513.9,349.1,1686.5,1145.6,83.4,59.4,244.1,944.4,34.3,758.5,52894.0,1028968.0,"Diseases of the blood, blood-forming organs, and certain disorders involving the immune mechanism",Blood & Immune Diseases
